00,00 --> 256
01,01 --> 2
01,04 --> 2
01,06 --> 2
01,08 --> 2
01,09 --> 2
01,0A --> 2
01,0B --> 2
01,0C --> 2
01,0D --> 2
01,0E --> 2
01,0F --> 2
01,11 --> 2
01,14 --> 2
01,15 --> 2
01,18 --> 2
01,19 --> 2
01,1A --> 2
01,1E --> 2
01,21 --> 2
01,22 --> 2
01,24 --> 2
01,29 --> 2
01,2A --> 2
01,2D --> 2
01,2F --> 2
01,30 --> 2
01,31 --> 2
01,35 --> 2
01,36 --> 2
01,37 --> 2
01,38 --> 2
01,39 --> 2
01,3A --> 2
01,3B --> 2
01,3F --> 2
01,43 --> 2
01,47 --> 2
01,48 --> 2
01,4A --> 2
01,4B --> 2
01,4C --> 2
01,4E --> 2
01,4F --> 2
01,51 --> 2
01,53 --> 2
01,54 --> 2
01,58 --> 2
01,59 --> 2
01,5A --> 2
01,62 --> 2
01,63 --> 2
01,65 --> 2
01,69 --> 2
01,6A --> 2
01,6B --> 2
01,6C --> 2
01,6E --> 2
01,72 --> 2
01,75 --> 2
01,78 --> 2
01,79 --> 2
01,7D --> 2
01,80 --> 2
01,82 --> 2
01,83 --> 2
01,84 --> 2
01,85 --> 2
01,87 --> 2
01,89 --> 2
01,8A --> 2
01,8E --> 2
01,91 --> 2
01,93 --> 2
01,97 --> 2
01,99 --> 2
01,9B --> 2
01,9D --> 2
01,9F --> 2
01,A1 --> 2
01,A3 --> 2
01,A6 --> 2
01,A8 --> 2
01,A9 --> 2
01,AA --> 2
01,AB --> 2
01,AC --> 2
01,AD --> 2
01,B0 --> 2
01,B2 --> 2
01,B4 --> 2
01,B5 --> 2
01,B6 --> 2
01,B7 --> 2
01,BA --> 2
01,BC --> 2
01,C1 --> 2
01,C2 --> 2
01,C3 --> 2
01,C7 --> 2
01,C8 --> 2
01,CA --> 2
01,CC --> 2
01,CD --> 2
01,CE --> 2
01,CF --> 2
01,D0 --> 2
01,D2 --> 2
01,D3 --> 2
01,D8 --> 2
01,DC --> 2
01,DD --> 2
01,E0 --> 2
01,E1 --> 2
01,E4 --> 2
01,E7 --> 2
01,EA --> 2
01,ED --> 2
01,EE --> 2
01,EF --> 2
01,F2 --> 2
01,F6 --> 2
01,F7 --> 2
01,F8 --> 2
01,FA --> 2
01,FB --> 2
01,FF --> 2
02,03 --> 2
02,04 --> 2
02,05 --> 2
02,06 --> 2
02,07 --> 2
02,0B --> 2
02,0C --> 2
02,0D --> 2
02,0F --> 2
02,11 --> 2
02,12 --> 2
02,1B --> 2
02,1C --> 2
02,1D --> 2
02,24 --> 2
02,25 --> 2
02,27 --> 2
02,2A --> 2
02,2C --> 2
02,2D --> 2
02,2E --> 2
02,2F --> 2
02,36 --> 2
02,37 --> 2
02,38 --> 2
02,3C --> 2
02,40 --> 2
02,41 --> 2
02,42 --> 2
02,47 --> 2
02,4D --> 2
02,52 --> 2
02,53 --> 2
02,54 --> 2
02,55 --> 2
02,56 --> 2
02,57 --> 2
02,58 --> 2
02,59 --> 2
02,5A --> 2
02,5D --> 2
02,5F --> 2
02,60 --> 2
02,64 --> 2
02,66 --> 2
02,67 --> 2
02,68 --> 2
02,6C --> 2
02,6D --> 2
02,6E --> 2
02,70 --> 2
02,72 --> 2
02,75 --> 2
02,79 --> 2
02,7A --> 2
02,7B --> 2
02,7C --> 2
02,7D --> 2
02,80 --> 2
02,83 --> 2
02,84 --> 2
02,85 --> 2
02,86 --> 2
02,87 --> 2
02,88 --> 2
02,8A --> 2
02,8C --> 2
02,8E --> 2
02,91 --> 2
02,94 --> 2
02,96 --> 2
02,97 --> 2
02,98 --> 2
02,99 --> 2
02,9A --> 2
02,9B --> 2
02,9C --> 2
02,9D --> 2
02,9F --> 2
02,A1 --> 2
02,A2 --> 2
02,A5 --> 2
02,A7 --> 2
02,A8 --> 2
02,A9 --> 2
02,AA --> 2
02,AC --> 2
02,AE --> 2
02,B1 --> 2
02,B2 --> 2
02,BA --> 2
02,BC --> 2
02,BD --> 2
02,BE --> 2
02,C0 --> 2
02,C1 --> 2
02,C2 --> 2
02,C3 --> 2
02,C5 --> 2
02,C8 --> 2
02,CB --> 2
02,CD --> 2
02,CE --> 2
02,CF --> 2
02,D0 --> 2
02,D1 --> 2
02,D4 --> 2
02,D5 --> 2
02,DA --> 2
02,DB --> 2
02,DE --> 2
02,E0 --> 2
02,E3 --> 2
02,E6 --> 2
02,E7 --> 2
02,E9 --> 2
02,EC --> 2
02,EE --> 2
02,F0 --> 2
02,F2 --> 2
02,F3 --> 2
02,F7 --> 2
02,FA --> 2
02,FD --> 2
02,FE --> 2
02,FF --> 2
03,02 --> 2
03,04 --> 2
03,05 --> 2
03,08 --> 2
03,0A --> 2
03,0B --> 2
03,0C --> 2
03,11 --> 2
03,12 --> 2
03,13 --> 2
03,14 --> 2
03,15 --> 2
03,16 --> 2
03,17 --> 2
03,1B --> 2
03,1E --> 2
03,1F --> 2
03,21 --> 2
03,22 --> 2
03,24 --> 2
03,28 --> 2
03,2B --> 2
03,34 --> 2
03,36 --> 2
03,37 --> 2
03,3A --> 2
03,40 --> 2
03,44 --> 2
03,45 --> 2
03,46 --> 2
03,48 --> 2
03,4B --> 2
03,4D --> 2
03,4E --> 2
03,52 --> 2
03,53 --> 2
03,55 --> 2
03,56 --> 2
03,57 --> 2
03,5C --> 2
03,5D --> 2
03,60 --> 2
03,62 --> 2
03,64 --> 2
03,66 --> 2
03,67 --> 2
03,6C --> 2
03,6D --> 2
03,6E --> 2
03,71 --> 2
03,72 --> 2
03,75 --> 2
03,76 --> 2
03,7B --> 2
03,7C --> 2
03,7D --> 2
03,7E --> 2
03,7F --> 2
03,81 --> 2
03,82 --> 2
03,85 --> 2
03,86 --> 2
03,88 --> 2
03,8A --> 2
03,8B --> 2
03,91 --> 2
03,92 --> 2
03,93 --> 2
03,94 --> 2
03,95 --> 2
03,99 --> 2
03,9B --> 2
03,9D --> 2
03,9E --> 2
03,A0 --> 2
03,A2 --> 2
03,A3 --> 2
03,A4 --> 2
03,A5 --> 2
03,A6 --> 2
03,A9 --> 2
03,AA --> 2
03,AD --> 2
03,AF --> 2
03,B4 --> 2
03,B7 --> 2
03,BA --> 2
03,BB --> 2
03,BC --> 2
03,BE --> 2
03,C1 --> 2
03,C2 --> 2
03,C5 --> 2
03,C6 --> 2
03,C7 --> 2
03,C8 --> 2
03,CC --> 2
03,CE --> 2
03,D1 --> 2
03,D3 --> 2
03,D4 --> 2
03,D6 --> 2
03,D7 --> 2
03,D8 --> 2
03,D9 --> 2
03,DA --> 2
03,DC --> 2
03,DE --> 2
03,E1 --> 2
03,E3 --> 2
03,E4 --> 2
